Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	MIAPACA_1 Spectral Count	MIAPACA_2 Spectral Count	MIAPACA_3 Spectral Count	MIAPACA_4 Spectral Count	MIAPACA_5 Spectral Count	MIAPACA_AG205_1 Spectral Count	MIAPACA_AG205_2 Spectral Count	MIAPACA_AG205_3 Spectral Count	MIAPACA_AG205_4 Spectral Count	MIAPACA_AG205_5 Spectral Count	PGRMC1_1 Spectral Count	PGRMC1_2 Spectral Count	PGRMC1_3 Spectral Count	PGRMC1_4 Spectral Count	PGRMC1_5 Spectral Count	PGRMC1_AG205_1 Spectral Count	PGRMC1_AG205_2 Spectral Count	PGRMC1_AG205_3 Spectral Count	PGRMC1_AG205_4 Spectral Count	PGRMC1_AG205_5 Spectral Count	MIAPACA_1 Unique Spectral Count	MIAPACA_2 Unique Spectral Count	MIAPACA_3 Unique Spectral Count	MIAPACA_4 Unique Spectral Count	MIAPACA_5 Unique Spectral Count	MIAPACA_AG205_1 Unique Spectral Count	MIAPACA_AG205_2 Unique Spectral Count	MIAPACA_AG205_3 Unique Spectral Count	MIAPACA_AG205_4 Unique Spectral Count	MIAPACA_AG205_5 Unique Spectral Count	PGRMC1_1 Unique Spectral Count	PGRMC1_2 Unique Spectral Count	PGRMC1_3 Unique Spectral Count	PGRMC1_4 Unique Spectral Count	PGRMC1_5 Unique Spectral Count	PGRMC1_AG205_1 Unique Spectral Count	PGRMC1_AG205_2 Unique Spectral Count	PGRMC1_AG205_3 Unique Spectral Count	PGRMC1_AG205_4 Unique Spectral Count	PGRMC1_AG205_5 Unique Spectral Count	MIAPACA_1 Total Spectral Count	MIAPACA_2 Total Spectral Count	MIAPACA_3 Total Spectral Count	MIAPACA_4 Total Spectral Count	MIAPACA_5 Total Spectral Count	MIAPACA_AG205_1 Total Spectral Count	MIAPACA_AG205_2 Total Spectral Count	MIAPACA_AG205_3 Total Spectral Count	MIAPACA_AG205_4 Total Spectral Count	MIAPACA_AG205_5 Total Spectral Count	PGRMC1_1 Total Spectral Count	PGRMC1_2 Total Spectral Count	PGRMC1_3 Total Spectral Count	PGRMC1_4 Total Spectral Count	PGRMC1_5 Total Spectral Count	PGRMC1_AG205_1 Total Spectral Count	PGRMC1_AG205_2 Total Spectral Count	PGRMC1_AG205_3 Total Spectral Count	PGRMC1_AG205_4 Total Spectral Count	PGRMC1_AG205_5 Total Spectral Count	MIAPACA_1 Intensity	MIAPACA_2 Intensity	MIAPACA_3 Intensity	MIAPACA_4 Intensity	MIAPACA_5 Intensity	MIAPACA_AG205_1 Intensity	MIAPACA_AG205_2 Intensity	MIAPACA_AG205_3 Intensity	MIAPACA_AG205_4 Intensity	MIAPACA_AG205_5 Intensity	PGRMC1_1 Intensity	PGRMC1_2 Intensity	PGRMC1_3 Intensity	PGRMC1_4 Intensity	PGRMC1_5 Intensity	PGRMC1_AG205_1 Intensity	PGRMC1_AG205_2 Intensity	PGRMC1_AG205_3 Intensity	PGRMC1_AG205_4 Intensity	PGRMC1_AG205_5 Intensity	MIAPACA_1 Unique Intensity	MIAPACA_2 Unique Intensity	MIAPACA_3 Unique Intensity	MIAPACA_4 Unique Intensity	MIAPACA_5 Unique Intensity	MIAPACA_AG205_1 Unique Intensity	MIAPACA_AG205_2 Unique Intensity	MIAPACA_AG205_3 Unique Intensity	MIAPACA_AG205_4 Unique Intensity	MIAPACA_AG205_5 Unique Intensity	PGRMC1_1 Unique Intensity	PGRMC1_2 Unique Intensity	PGRMC1_3 Unique Intensity	PGRMC1_4 Unique Intensity	PGRMC1_5 Unique Intensity	PGRMC1_AG205_1 Unique Intensity	PGRMC1_AG205_2 Unique Intensity	PGRMC1_AG205_3 Unique Intensity	PGRMC1_AG205_4 Unique Intensity	PGRMC1_AG205_5 Unique Intensity	MIAPACA_1 Total Intensity	MIAPACA_2 Total Intensity	MIAPACA_3 Total Intensity	MIAPACA_4 Total Intensity	MIAPACA_5 Total Intensity	MIAPACA_AG205_1 Total Intensity	MIAPACA_AG205_2 Total Intensity	MIAPACA_AG205_3 Total Intensity	MIAPACA_AG205_4 Total Intensity	MIAPACA_AG205_5 Total Intensity	PGRMC1_1 Total Intensity	PGRMC1_2 Total Intensity	PGRMC1_3 Total Intensity	PGRMC1_4 Total Intensity	PGRMC1_5 Total Intensity	PGRMC1_AG205_1 Total Intensity	PGRMC1_AG205_2 Total Intensity	PGRMC1_AG205_3 Total Intensity	PGRMC1_AG205_4 Total Intensity	PGRMC1_AG205_5 Total Intensity	Indistinguishable Proteins
sp|P26599|PTBP1_HUMAN	P26599	PTBP1_HUMAN	PTBP1	531	48.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Polypyrimidine tract-binding protein 1	1.0000	0.9990	12	431	431	431	25	27	25	24	24	18	18	18	18	19	27	26	25	23	23	16	18	19	18	20	25	27	25	24	24	18	18	18	18	19	27	26	25	23	23	16	18	19	18	20	25	27	25	24	24	18	18	18	18	19	27	26	25	23	23	16	18	19	18	20	7.8970784E8	7.953271E8	8.3947744E8	8.1901133E8	7.6863174E8	5.2819184E8	5.2515776E8	4.43764256E8	4.68428384E8	5.08636032E8	6.3086906E8	5.9173766E8	5.9548627E8	4.89982912E8	4.8162976E8	4.50908224E8	4.63127904E8	4.37134976E8	4.59440288E8	5.5869683E8	7.8970784E8	7.953271E8	8.3947744E8	8.1901133E8	7.6863174E8	5.2819184E8	5.2515776E8	4.43764256E8	4.68428384E8	5.08636032E8	6.3086906E8	5.9173766E8	5.9548627E8	4.89982912E8	4.8162976E8	4.50908224E8	4.63127904E8	4.37134976E8	4.59440288E8	5.5869683E8	7.8970784E8	7.953271E8	8.3947744E8	8.1901133E8	7.6863174E8	5.2819184E8	5.2515776E8	4.43764256E8	4.68428384E8	5.08636032E8	6.3086906E8	5.9173766E8	5.9548627E8	4.89982912E8	4.8162976E8	4.50908224E8	4.63127904E8	4.37134976E8	4.59440288E8	5.5869683E8	
sp|P26639|SYTC_HUMAN	P26639	SYTC_HUMAN	TARS1	723	19.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Threonine--tRNA ligase 1, cytoplasmic	1.0000	0.9990	3	14	13	14	0	1	0	0	0	2	1	1	2	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	1	2	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	2	1	1	2	1	0	0	1	1	1	0	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P26641|EF1G_HUMAN	P26641	EF1G_HUMAN	EEF1G	437	57.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor 1-gamma	1.0000	0.9990	18	381	381	381	21	16	17	10	25	25	19	24	20	21	17	16	18	17	16	22	21	19	22	15	21	16	17	10	25	25	19	24	20	21	17	16	18	17	16	22	21	19	22	15	21	16	17	10	25	25	19	24	20	21	17	16	18	17	16	22	21	19	22	15	2.64875472E8	2.45933328E8	2.75977728E8	2.72980288E8	2.63761248E8	4.01603872E8	3.60096576E8	3.87911136E8	3.53233344E8	3.96248288E8	2.53274944E8	2.5527032E8	2.68993312E8	2.74706784E8	2.72469376E8	3.31457216E8	3.12149568E8	2.74071104E8	2.83401056E8	2.49244672E8	2.64875472E8	2.45933328E8	2.75977728E8	2.72980288E8	2.63761248E8	4.01603872E8	3.60096576E8	3.87911136E8	3.53233344E8	3.96248288E8	2.53274944E8	2.5527032E8	2.68993312E8	2.74706784E8	2.72469376E8	3.31457216E8	3.12149568E8	2.74071104E8	2.83401056E8	2.49244672E8	2.64875472E8	2.45933328E8	2.75977728E8	2.72980288E8	2.63761248E8	4.01603872E8	3.60096576E8	3.87911136E8	3.53233344E8	3.96248288E8	2.53274944E8	2.5527032E8	2.68993312E8	2.74706784E8	2.72469376E8	3.31457216E8	3.12149568E8	2.74071104E8	2.83401056E8	2.49244672E8	
sp|P27694|RFA1_HUMAN	P27694	RFA1_HUMAN	RPA1	616	48.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Replication protein A 70 kDa DNA-binding subunit	1.0000	0.9990	18	273	273	273	21	15	15	24	17	12	6	10	8	13	14	18	16	12	10	11	14	10	12	15	21	15	15	24	17	12	6	10	8	13	14	18	16	12	10	11	14	10	12	15	21	15	15	24	17	12	6	10	8	13	14	18	16	12	10	11	14	10	12	15	3.4531376E8	3.75529472E8	3.4052064E8	4.00761728E8	3.49264544E8	2.25456848E8	2.21415296E8	2.09806176E8	2.25888992E8	2.25159344E8	3.02330272E8	3.07946784E8	2.9908576E8	2.65604992E8	3.16241824E8	2.78993184E8	2.92568032E8	3.07024288E8	2.49318672E8	3.66073344E8	3.4531376E8	3.75529472E8	3.4052064E8	4.00761728E8	3.49264544E8	2.25456848E8	2.21415296E8	2.09806176E8	2.25888992E8	2.25159344E8	3.02330272E8	3.07946784E8	2.9908576E8	2.65604992E8	3.16241824E8	2.78993184E8	2.92568032E8	3.07024288E8	2.49318672E8	3.66073344E8	3.4531376E8	3.75529472E8	3.4052064E8	4.00761728E8	3.49264544E8	2.25456848E8	2.21415296E8	2.09806176E8	2.25888992E8	2.25159344E8	3.02330272E8	3.07946784E8	2.9908576E8	2.65604992E8	3.16241824E8	2.78993184E8	2.92568032E8	3.07024288E8	2.49318672E8	3.66073344E8	
sp|P27695|APEX1_HUMAN	P27695	APEX1_HUMAN	APEX1	318	45.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-(apurinic or apyrimidinic site) endonuclease	1.0000	0.9990	9	94	94	94	4	5	3	4	6	6	3	5	6	4	8	6	6	8	6	1	4	3	2	4	4	5	3	4	6	6	3	5	6	4	8	6	6	8	6	1	4	3	2	4	4	5	3	4	6	6	3	5	6	4	8	6	6	8	6	1	4	3	2	4	1.16015192E8	1.04685392E8	8.6214552E7	1.04943624E8	1.00359632E8	8.6258808E7	1.12830184E8	1.00637048E8	1.26525936E8	1.18535184E8	1.2949756E8	1.292736E8	1.32402984E8	1.30160664E8	1.461684E8	0.0	7.132244E7	8.4382064E7	0.0	8.7942856E7	1.16015192E8	1.04685392E8	8.6214552E7	1.04943624E8	1.00359632E8	8.6258808E7	1.12830184E8	1.00637048E8	1.26525936E8	1.18535184E8	1.2949756E8	1.292736E8	1.32402984E8	1.30160664E8	1.461684E8	0.0	7.132244E7	8.4382064E7	0.0	8.7942856E7	1.16015192E8	1.04685392E8	8.6214552E7	1.04943624E8	1.00359632E8	8.6258808E7	1.12830184E8	1.00637048E8	1.26525936E8	1.18535184E8	1.2949756E8	1.292736E8	1.32402984E8	1.30160664E8	1.461684E8	0.0	7.132244E7	8.4382064E7	0.0	8.7942856E7	
sp|P27708|PYR1_HUMAN	P27708	PYR1_HUMAN	CAD	2225	17.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	CAD protein	1.0000	0.9990	10	79	79	79	4	5	3	5	3	5	5	5	5	5	3	4	4	4	3	4	4	3	3	2	4	5	3	5	3	5	5	5	5	5	3	4	4	4	3	4	4	3	3	2	4	5	3	5	3	5	5	5	5	5	3	4	4	4	3	4	4	3	3	2	3.8827204E7	4.8732472E7	3.5821744E7	4.6892616E7	4.1989092E7	6.2622348E7	7.3089032E7	5.716946E7	7.9222256E7	7.1651784E7	6.0736724E7	6.2772396E7	7.194732E7	6.627802E7	6.2203856E7	5.8909068E7	5.4380724E7	5.4407928E7	7.7443504E7	3.1342876E7	3.8827204E7	4.8732472E7	3.5821744E7	4.6892616E7	4.1989092E7	6.2622348E7	7.3089032E7	5.716946E7	7.9222256E7	7.1651784E7	6.0736724E7	6.2772396E7	7.194732E7	6.627802E7	6.2203856E7	5.8909068E7	5.4380724E7	5.4407928E7	7.7443504E7	3.1342876E7	3.8827204E7	4.8732472E7	3.5821744E7	4.6892616E7	4.1989092E7	6.2622348E7	7.3089032E7	5.716946E7	7.9222256E7	7.1651784E7	6.0736724E7	6.2772396E7	7.194732E7	6.627802E7	6.2203856E7	5.8909068E7	5.4380724E7	5.4407928E7	7.7443504E7	3.1342876E7	
sp|P27797|CALR_HUMAN	P27797	CALR_HUMAN	CALR	417	55.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calreticulin	1.0000	0.9990	9	96	96	96	5	3	4	2	3	10	7	10	6	10	1	1	3	2	3	5	4	7	6	4	5	3	4	2	3	10	7	10	6	10	1	1	3	2	3	5	4	7	6	4	5	3	4	2	3	10	7	10	6	10	1	1	3	2	3	5	4	7	6	4	5.0123948E7	5.3526792E7	5.373862E7	3.0425056E7	2.6150104E7	1.34992736E8	1.1430572E8	1.23855872E8	1.16825216E8	1.21757352E8	0.0	0.0	3.8886208E7	0.0	2.3719398E7	7.4580456E7	8.8743048E7	7.0277464E7	8.0322744E7	9.8507872E7	5.0123948E7	5.3526792E7	5.373862E7	3.0425056E7	2.6150104E7	1.34992736E8	1.1430572E8	1.23855872E8	1.16825216E8	1.21757352E8	0.0	0.0	3.8886208E7	0.0	2.3719398E7	7.4580456E7	8.8743048E7	7.0277464E7	8.0322744E7	9.8507872E7	5.0123948E7	5.3526792E7	5.373862E7	3.0425056E7	2.6150104E7	1.34992736E8	1.1430572E8	1.23855872E8	1.16825216E8	1.21757352E8	0.0	0.0	3.8886208E7	0.0	2.3719398E7	7.4580456E7	8.8743048E7	7.0277464E7	8.0322744E7	9.8507872E7	
sp|P27824|CALX_HUMAN	P27824	CALX_HUMAN	CANX	592	32.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calnexin	1.0000	0.9990	9	152	152	152	6	5	3	3	3	13	9	10	12	11	5	9	7	5	5	10	8	7	11	10	6	5	3	3	3	13	9	10	12	11	5	9	7	5	5	10	8	7	11	10	6	5	3	3	3	13	9	10	12	11	5	9	7	5	5	10	8	7	11	10	1.4386616E8	1.25940768E8	1.13923896E8	1.25275024E8	1.18457752E8	3.50534048E8	3.39416E8	3.16566336E8	3.19996224E8	3.2847136E8	1.26489744E8	1.10210568E8	1.38626288E8	1.33296416E8	1.34777632E8	2.85917248E8	2.6134384E8	2.29894208E8	2.53886928E8	2.12556832E8	1.4386616E8	1.25940768E8	1.13923896E8	1.25275024E8	1.18457752E8	3.50534048E8	3.39416E8	3.16566336E8	3.19996224E8	3.2847136E8	1.26489744E8	1.10210568E8	1.38626288E8	1.33296416E8	1.34777632E8	2.85917248E8	2.6134384E8	2.29894208E8	2.53886928E8	2.12556832E8	1.4386616E8	1.25940768E8	1.13923896E8	1.25275024E8	1.18457752E8	3.50534048E8	3.39416E8	3.16566336E8	3.19996224E8	3.2847136E8	1.26489744E8	1.10210568E8	1.38626288E8	1.33296416E8	1.34777632E8	2.85917248E8	2.6134384E8	2.29894208E8	2.53886928E8	2.12556832E8	
sp|P28288|ABCD3_HUMAN	P28288	ABCD3_HUMAN	ABCD3	659	29.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-binding cassette sub-family D member 3	1.0000	0.9990	6	47	47	47	1	1	1	1	1	1	1	1	2	1	4	2	4	3	1	5	5	3	4	5	1	1	1	1	1	1	1	1	2	1	4	2	4	3	1	5	5	3	4	5	1	1	1	1	1	1	1	1	2	1	4	2	4	3	1	5	5	3	4	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.798902E7	0.0	6.4394824E7	5.8982196E7	6.76512E7	5.042904E7	0.0	8.2534408E7	8.1408896E7	8.0080104E7	9.9434456E7	6.902296E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.798902E7	0.0	6.4394824E7	5.8982196E7	6.76512E7	5.042904E7	0.0	8.2534408E7	8.1408896E7	8.0080104E7	9.9434456E7	6.902296E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.798902E7	0.0	6.4394824E7	5.8982196E7	6.76512E7	5.042904E7	0.0	8.2534408E7	8.1408896E7	8.0080104E7	9.9434456E7	6.902296E7	
sp|P28370|SMCA1_HUMAN	P28370	SMCA1_HUMAN	SMARCA1	1054	16.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable global transcription activator SNF2L1	1.0000	0.9990	4	2	2	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P29372|3MG_HUMAN	P29372	3MG_HUMAN	MPG	298	30.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-3-methyladenine glycosylase	1.0000	0.9990	3	15	15	15	1	1	1	1	3	0	2	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	3	0	2	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1	3	0	2	1	1	0	1	0	1	1	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P29401|TKT_HUMAN	P29401	TKT_HUMAN	TKT	623	24.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transketolase	1.0000	0.9990	6	38	38	38	1	2	1	2	2	2	4	4	3	3	1	1	1	3	2	1	2	0	1	2	1	2	1	2	2	2	4	4	3	3	1	1	1	3	2	1	2	0	1	2	1	2	1	2	2	2	4	4	3	3	1	1	1	3	2	1	2	0	1	2	0.0	0.0	0.0	3.3873932E7	6.535962E7	7.0016168E7	5.1281952E7	4.3122684E7	4.9250504E7	6.8731848E7	0.0	0.0	0.0	3.5499552E7	4.090226E7	0.0	3.5903312E7	0.0	0.0	4.0895644E7	0.0	0.0	0.0	3.3873932E7	6.535962E7	7.0016168E7	5.1281952E7	4.3122684E7	4.9250504E7	6.8731848E7	0.0	0.0	0.0	3.5499552E7	4.090226E7	0.0	3.5903312E7	0.0	0.0	4.0895644E7	0.0	0.0	0.0	3.3873932E7	6.535962E7	7.0016168E7	5.1281952E7	4.3122684E7	4.9250504E7	6.8731848E7	0.0	0.0	0.0	3.5499552E7	4.090226E7	0.0	3.5903312E7	0.0	0.0	4.0895644E7	
sp|P30041|PRDX6_HUMAN	P30041	PRDX6_HUMAN	PRDX6	224	53.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxiredoxin-6	1.0000	0.9990	6	57	57	57	5	3	2	1	4	4	4	5	4	5	2	2	1	1	1	5	1	1	4	2	5	3	2	1	4	4	4	5	4	5	2	2	1	1	1	5	1	1	4	2	5	3	2	1	4	4	4	5	4	5	2	2	1	1	1	5	1	1	4	2	1.19558392E8	1.129144E8	9.6769792E7	0.0	1.18964864E8	1.49807392E8	1.31777752E8	1.46554032E8	1.34260912E8	1.48647008E8	7.3841344E7	7.8427048E7	0.0	0.0	0.0	1.14668424E8	0.0	0.0	1.11958392E8	1.3264988E8	1.19558392E8	1.129144E8	9.6769792E7	0.0	1.18964864E8	1.49807392E8	1.31777752E8	1.46554032E8	1.34260912E8	1.48647008E8	7.3841344E7	7.8427048E7	0.0	0.0	0.0	1.14668424E8	0.0	0.0	1.11958392E8	1.3264988E8	1.19558392E8	1.129144E8	9.6769792E7	0.0	1.18964864E8	1.49807392E8	1.31777752E8	1.46554032E8	1.34260912E8	1.48647008E8	7.3841344E7	7.8427048E7	0.0	0.0	0.0	1.14668424E8	0.0	0.0	1.11958392E8	1.3264988E8	
sp|P30050|RL12_HUMAN	P30050	RL12_HUMAN	RPL12	165	58.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L12	1.0000	0.9990	7	214	214	214	12	12	11	11	12	11	11	13	10	11	10	8	10	9	7	11	13	9	11	12	12	12	11	11	12	11	11	13	10	11	10	8	10	9	7	11	13	9	11	12	12	12	11	11	12	11	11	13	10	11	10	8	10	9	7	11	13	9	11	12	1.00195795E9	1.08169062E9	9.9358605E8	1.08373914E9	1.06369664E9	8.2206304E8	7.9335437E8	8.4896038E8	8.1509088E8	8.7475565E8	6.6125485E8	6.6459808E8	6.0850637E8	6.5439475E8	6.7113037E8	8.2564352E8	8.4551238E8	8.5235078E8	8.9177184E8	1.1662423E9	1.00195795E9	1.08169062E9	9.9358605E8	1.08373914E9	1.06369664E9	8.2206304E8	7.9335437E8	8.4896038E8	8.1509088E8	8.7475565E8	6.6125485E8	6.6459808E8	6.0850637E8	6.5439475E8	6.7113037E8	8.2564352E8	8.4551238E8	8.5235078E8	8.9177184E8	1.1662423E9	1.00195795E9	1.08169062E9	9.9358605E8	1.08373914E9	1.06369664E9	8.2206304E8	7.9335437E8	8.4896038E8	8.1509088E8	8.7475565E8	6.6125485E8	6.6459808E8	6.0850637E8	6.5439475E8	6.7113037E8	8.2564352E8	8.4551238E8	8.5235078E8	8.9177184E8	1.1662423E9	
sp|P30084|ECHM_HUMAN	P30084	ECHM_HUMAN	ECHS1	290	23.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Enoyl-CoA hydratase, mitochondrial	1.0000	0.9990	2	17	17	17	0	0	0	1	0	2	1	2	1	3	0	0	0	1	0	1	1	2	1	1	0	0	0	1	0	2	1	2	1	3	0	0	0	1	0	1	1	2	1	1	0	0	0	1	0	2	1	2	1	3	0	0	0	1	0	1	1	2	1	1	0.0	0.0	0.0	0.0	0.0	4.7643156E7	0.0	0.0	0.0	4.0148048E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7643156E7	0.0	0.0	0.0	4.0148048E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7643156E7	0.0	0.0	0.0	4.0148048E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30101|PDIA3_HUMAN	P30101	PDIA3_HUMAN	PDIA3	505	24.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase A3	1.0000	0.9990	9	51	51	51	1	0	0	0	0	4	7	5	2	5	1	1	1	1	1	5	4	2	5	6	1	0	0	0	0	4	7	5	2	5	1	1	1	1	1	5	4	2	5	6	1	0	0	0	0	4	7	5	2	5	1	1	1	1	1	5	4	2	5	6	0.0	0.0	0.0	0.0	0.0	9.6617208E7	9.0811728E7	9.4513136E7	8.6478496E7	8.8247568E7	0.0	0.0	0.0	0.0	0.0	9.4877328E7	8.9783656E7	8.2979696E7	9.1768872E7	8.8531368E7	0.0	0.0	0.0	0.0	0.0	9.6617208E7	9.0811728E7	9.4513136E7	8.6478496E7	8.8247568E7	0.0	0.0	0.0	0.0	0.0	9.4877328E7	8.9783656E7	8.2979696E7	9.1768872E7	8.8531368E7	0.0	0.0	0.0	0.0	0.0	9.6617208E7	9.0811728E7	9.4513136E7	8.6478496E7	8.8247568E7	0.0	0.0	0.0	0.0	0.0	9.4877328E7	8.9783656E7	8.2979696E7	9.1768872E7	8.8531368E7	
sp|P30419|NMT1_HUMAN	P30419	NMT1_HUMAN	NMT1	496	26.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycylpeptide N-tetradecanoyltransferase 1	1.0000	0.9990	6	70	50	70	5	5	4	2	3	5	3	3	1	5	3	5	3	2	1	5	4	3	2	6	3	3	2	2	2	4	1	2	1	5	2	4	3	1	1	3	3	3	1	4	5	5	4	2	3	5	3	3	1	5	3	5	3	2	1	5	4	3	2	6	8.224228E7	9.1123744E7	1.08693912E8	1.1308728E8	1.1775768E8	6.777432E7	8.3133536E7	7.4460472E7	0.0	5.0599028E7	8.9580328E7	8.3753112E7	6.642658E7	6.377348E7	0.0	9.91404E7	7.8950336E7	1.1140132E8	2.9044314E7	1.04984192E8	5.7510328E7	1.05239144E8	1.32080776E8	1.09014744E8	1.3549344E8	5.03767E7	0.0	0.0	0.0	5.8506096E7	1.05983792E8	8.8662192E7	6.46627E7	0.0	0.0	9.8300664E7	7.7899608E7	1.11007656E8	0.0	1.07497152E8	8.224228E7	9.1123744E7	1.08693912E8	1.1308728E8	1.1775768E8	6.777432E7	8.3133536E7	7.4460472E7	0.0	5.0599028E7	8.9580328E7	8.3753112E7	6.642658E7	6.377348E7	0.0	9.91404E7	7.8950336E7	1.1140132E8	2.9044314E7	1.04984192E8	
sp|P30740|ILEU_HUMAN	P30740	ILEU_HUMAN	SERPINB1	379	26.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leukocyte elastase inhibitor	1.0000	0.9990	4	12	12	13	1	0	1	0	0	1	0	0	2	1	0	0	0	0	0	1	0	1	2	2	1	0	1	0	0	1	0	0	2	1	0	0	0	0	0	1	0	1	2	2	1	0	1	0	0	1	1	0	2	1	0	0	0	0	0	1	0	1	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P30876|RPB2_HUMAN	P30876	RPB2_HUMAN	POLR2B	1174	7.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase II subunit RPB2	1.0000	0.9990	2	21	21	21	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	2	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
